,Unnamed: 0,filename,mean,std,alpha,beta,protein_name
0,0,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A1KGV2-F1-model_v2.pdb,92.0196329113924,8.351986882553335,0.2888888888888888,0.2857142857142857, MYCOTHIOL ACETYLTRANSFERASE
1,1,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q04T63-F1-model_v2.pdb,92.59212721145744,9.336789295817896,0.3278145695364238,0.1357615894039735, LIPOYL SYNTHASE (Q04T63)
2,2,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q818V3-F1-model_v2.pdb,96.6152546583851,3.00523890517511,0.247557003257329,0.2996742671009772, RIBONUCLEASE Z (Q818V3)
3,3,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B3QCH2-F1-model_v2.pdb,96.87146804835923,3.2432656552940333,0.2516129032258064,0.2935483870967742, METHIONYL-TRNA
4,4,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P93349-F1-model_v2.pdb,94.13362234264277,12.520910576969484,0.0881355932203389,0.3728813559322034, PROBABLE XYLOGLUCAN
5,5,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B9JX32-F1-model_v2.pdb,95.18962439239948,4.729782696633357,0.4837662337662338,0.2207792207792207, ELONGATION FACTOR TS (B9JX32)
6,6,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q6GBZ5-F1-model_v2.pdb,95.11049705139006,6.912547606472133,0.367003367003367,0.1683501683501683, RIBOSOMAL RNA SMALL SUBUNIT
7,7,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P0A8S1-F1-model_v2.pdb,91.21690607734809,8.652933343728995,0.4478114478114478,0.2121212121212121, HTH-TYPE TRANSCRIPTIONAL
8,8,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q0TLW1-F1-model_v2.pdb,97.06761904761906,2.640830780275824,0.3618421052631579,0.2072368421052631, NON-SPECIFIC RIBONUCLEOSIDE
9,9,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B7NHK2-F1-model_v2.pdb,95.65664991624791,7.244182856565047,0.2065573770491803,0.321311475409836, UDP-3-O-ACYL-N-
10,10,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q7VBJ3-F1-model_v2.pdb,92.76025787965617,10.629725259012384,0.3571428571428571,0.1396103896103896, LIPOYL SYNTHASE 2 (Q7VBJ3)
11,11,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q8NG80-F1-model_v2.pdb,90.62126844834464,9.719348127732392,0.7403846153846154,0.0288461538461538, OLFACTORY RECEPTOR 2L5 (Q8NG80)
12,12,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9KA64-F1-model_v2.pdb,95.15825877192982,5.299508036887678,0.4880546075085324,0.2184300341296928, ELONGATION FACTOR TS (Q9KA64)
13,13,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A7N0R3-F1-model_v2.pdb,91.44801007556676,10.54031329081732,0.4242424242424242,0.0942760942760942, TRNA-CYTIDINE(32)
15,15,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B5YWV3-F1-model_v2.pdb,97.33313401187446,4.692288791733348,0.3833865814696485,0.1853035143769968, PYRIMIDINE-SPECIFIC
16,16,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-O43030-F1-model_v2.pdb,92.69487868284229,11.480398370079126,0.7177700348432056,0.0, HSP70 NUCLEOTIDE EXCHANGE
18,18,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q54FJ9-F1-model_v2.pdb,94.7044578313253,7.994457030257582,0.4379084967320261,0.1274509803921568, ATP-DEPENDENT
19,19,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P53401-F1-model_v2.pdb,93.92147742218326,10.888731638080756,0.3365695792880259,0.2168284789644013, SUCCINATE--COA LIGASE [ADP-
20,20,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q1RKK5-F1-model_v2.pdb,91.38190394511147,6.877418649761256,0.4983498349834983,0.132013201320132, SIGNAL RECOGNITION PARTICLE
21,21,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q2J390-F1-model_v2.pdb,94.7700491510277,8.372539252607789,0.1433447098976109,0.3617747440273037, DIAMINOPIMELATE EPIMERASE
22,22,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q743Q9-F1-model_v2.pdb,95.96793846153848,7.468730896250622,0.3901639344262295,0.2295081967213114, ACETALDEHYDE DEHYDROGENASE
23,23,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A0A0H3JU73-F1-model_v2.pdb,90.90194382523406,10.919714201237216,0.71280276816609,0.0069204152249134, METAL-STAPHYLOPINE IMPORT
25,25,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P27602-F1-model_v2.pdb,95.82548581255377,5.40209179736905,0.3195876288659793,0.2611683848797251, PHOSPHORIBOSYLAMINOIMIDAZOLE-
26,26,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A9MK49-F1-model_v2.pdb,97.58608735213828,4.409599914548068,0.3824561403508772,0.143859649122807, PROBABLE ENDONUCLEASE 4
27,27,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A4SS61-F1-model_v2.pdb,92.206006006006,10.615810996874943,0.3299319727891156,0.3129251700680272, 33 KDA CHAPERONIN (A4SS61)
28,28,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-C1C871-F1-model_v2.pdb,96.08903526550468,4.947021906294604,0.4131147540983607,0.2131147540983606, GLYCINE--TRNA LIGASE ALPHA
29,29,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B8G2M2-F1-model_v2.pdb,93.17832077051926,11.25178467821194,0.3409090909090909,0.2337662337662337, PORPHOBILINOGEN DEAMINASE
30,30,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A8G6F8-F1-model_v2.pdb,93.21140271493212,9.608367572226834,0.180327868852459,0.3508196721311475, TRNA PSEUDOURIDINE SYNTHASE B
31,31,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q71Z94-F1-model_v2.pdb,90.48734458259324,17.691775621850663,0.3163265306122449,0.1870748299319727, ACETYL-COENZYME A CARBOXYLASE
32,32,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q577P3-F1-model_v2.pdb,93.75979879275654,7.625445471023173,0.2810457516339869,0.2581699346405228, HOMOSERINE O-ACETYLTRANSFERASE
33,33,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q312S3-F1-model_v2.pdb,95.9198554316398,5.395213692970217,0.343042071197411,0.2135922330097087, ISETHIONATE SULFITE-LYASE
34,34,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q0KER8-F1-model_v2.pdb,91.4112020033389,12.18223889377637,0.7687296416938111,0.0, PROTOHEME IX
35,35,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A7MYX3-F1-model_v2.pdb,93.85985010706638,11.637696926023898,0.3666666666666666,0.1966666666666666, PANTOTHENATE SYNTHETASE
36,36,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P00809-F1-model_v2.pdb,90.59241143832692,17.009212676269588,0.3725490196078431,0.1503267973856209, BETA-LACTAMASE 1 (P00809)
37,37,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q3A241-F1-model_v2.pdb,92.85345479704796,6.293672532056392,0.1964912280701754,0.3719298245614035, NAD KINASE (Q3A241)
38,38,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-C1A2D8-F1-model_v2.pdb,96.04461605967528,8.968657154913151,0.2126245847176079,0.2524916943521594," 3',5'-CYCLIC ADENOSINE"
39,39,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B3H003-F1-model_v2.pdb,95.32044298605412,4.447697975031821,0.3509933774834437,0.2847682119205298, RECOMBINATION-ASSOCIATED
41,41,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q4UY06-F1-model_v2.pdb,92.28525879917184,9.746501352707195,0.3112582781456953,0.1688741721854304, SULFATE ADENYLYLTRANSFERASE
42,42,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B9L7Y6-F1-model_v2.pdb,90.0440392826644,12.479579689153294,0.6095890410958904,0.1198630136986301, ATP SYNTHASE GAMMA CHAIN
43,43,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A0A0U1RQE8-F1-model_v2.pdb,90.5667930750206,11.91255374758091,0.2947019867549669,0.2549668874172185, PUTATIVE GLYCINE
44,44,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A0KG16-F1-model_v2.pdb,96.87920959147424,4.5879995114810415,0.4565916398713826,0.1864951768488746, MALATE DEHYDROGENASE (A0KG16)
45,45,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q816V0-F1-model_v2.pdb,94.08885542168674,5.868546792948388,0.8356643356643356,0.0, PROBABLE GLUCOSE UPTAKE PROTEIN
47,47,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A1TGX7-F1-model_v2.pdb,93.37182578090628,7.601673071772112,0.2884615384615384,0.3012820512820512, PREPHENATE DEHYDRATASE (A1TGX7)
48,48,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q47J11-F1-model_v2.pdb,93.48128194207835,8.59187282481036,0.7837837837837838,0.0, 4-HYDROXYBENZOATE
50,50,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B0JQG3-F1-model_v2.pdb,95.62242119089316,7.43637857550434,0.5032679738562091,0.0947712418300653, N-ACETYLMURAMIC ACID
52,52,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q0K3N1-F1-model_v2.pdb,95.55088511399197,6.613539722825334,0.3940397350993377,0.2549668874172185, ACETALDEHYDE DEHYDROGENASE 2
53,53,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q7NJS7-F1-model_v2.pdb,93.84063761467888,9.865391686373004,0.3776223776223776,0.2027972027972028, RELEASE FACTOR GLUTAMINE
54,54,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q8TKT5-F1-model_v2.pdb,97.35176146010188,2.870394694169138,0.4271523178807947,0.1655629139072847, ORNITHINE CARBAMOYLTRANSFERASE
57,57,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q3B2G4-F1-model_v2.pdb,97.6027998216674,6.039087187666754,0.4560810810810811,0.1317567567567567, 4-HYDROXY-
58,58,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q5SZD4-F1-model_v2.pdb,94.73046461137648,6.111786084047288,0.2986111111111111,0.2638888888888889, GLYCINE N-ACYLTRANSFERASE-LIKE
59,59,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P44690-F1-model_v2.pdb,96.1130679785331,5.291270554023845,0.3541666666666667,0.2048611111111111, PYRIDOXAL KINASE PDXY (P44690)
60,60,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9I923-F1-model_v2.pdb,97.57852248394003,3.400998115402593,0.020066889632107,0.5585284280936454, REGUCALCIN (Q9I923)
61,61,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A0QCB7-F1-model_v2.pdb,95.6802260638298,8.308103025344968,0.2866666666666667,0.1766666666666666, 1D-MYO-INOSITOL
64,64,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B7LRJ3-F1-model_v2.pdb,98.44447930283224,2.6906907660657025,0.494949494949495,0.1346801346801346, N-ACETYLNEURAMINATE LYASE
67,67,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q6MAH4-F1-model_v2.pdb,96.1298201438849,3.638744343768391,0.3904109589041096,0.1780821917808219, BIFUNCTIONAL PROTEIN FOLD
68,68,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q5HP47-F1-model_v2.pdb,96.6807748776509,2.90339418065189,0.2581699346405229,0.2973856209150327, RIBONUCLEASE Z (Q5HP47)
70,70,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q5HVD0-F1-model_v2.pdb,93.46516454585344,7.197613906499578,0.1958041958041958,0.3951048951048951, NAD KINASE (Q5HVD0)
71,71,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B7NI01-F1-model_v2.pdb,96.40330788804071,4.752887716411444,0.3104575163398693,0.1568627450980392, AGMATINASE (B7NI01)
72,72,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A7H6J9-F1-model_v2.pdb,93.8944158674804,10.6054365893932,0.2852459016393442,0.3081967213114754, 4-DIPHOSPHOCYTIDYL-2-C-METHYL-
73,73,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q4L5V4-F1-model_v2.pdb,90.01387515200648,9.61631814189926,0.531986531986532,0.0538720538720538, TYROSINE RECOMBINASE XERC
74,74,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9KQH0-F1-model_v2.pdb,91.60838976377951,12.213861973057623,0.2444444444444444,0.2857142857142857, RIBOSOMAL LARGE SUBUNIT
75,75,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P44998-F1-model_v2.pdb,90.8082471822775,7.855268114650691,0.6095238095238096,0.1523809523809524, MAGNESIUM TRANSPORT PROTEIN
76,76,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A9R1B9-F1-model_v2.pdb,97.60723826714802,1.7328148853767609,0.3197278911564626,0.1938775510204081, CYTIDINE DEAMINASE (A9R1B9)
77,77,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q2IIC2-F1-model_v2.pdb,96.1250129982669,5.301779347973384,0.4423076923076923,0.2083333333333333, MALATE DEHYDROGENASE 1 (Q2IIC2)
78,78,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A8LS61-F1-model_v2.pdb,95.5675394736842,7.4003251853765875,0.254071661237785,0.254071661237785, UDP-N-
81,81,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q54BF6-F1-model_v2.pdb,90.70945364979848,10.755089634113716,0.7885906040268457,0.0067114093959731, MITOCHONDRIAL SUBSTRATE CARRIER
82,82,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q99UW5-F1-model_v2.pdb,90.19580357142858,15.44301001105923,0.3878205128205128,0.1858974358974359, RIBONUCLEASE HIII (Q99UW5)
84,84,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q3MHW9-F1-model_v2.pdb,95.15564907872697,7.140719460333995,0.2426229508196721,0.3245901639344262, NADH-CYTOCHROME B5 REDUCTASE 1
85,85,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q09503-F1-model_v2.pdb,94.39558071278825,4.464434184451705,0.3310344827586207,0.1172413793103448, INACTIVE TAU-TUBULIN KINASE
87,87,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9LJK3-F1-model_v2.pdb,91.0808153281696,14.108989662860465,0.6182432432432432,0.0067567567567567, CERAMIDE SYNTHASE LOH2 (Q9LJK3)
88,88,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B5ZAD2-F1-model_v2.pdb,93.10662766402004,9.384367621538711,0.4104234527687296,0.1628664495114006, ASPARTATE CARBAMOYLTRANSFERASE
90,90,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q31DX2-F1-model_v2.pdb,92.94298468271334,7.3033869138456655,0.3089700996677741,0.2724252491694352, PROBABLE ALPHA-L-GLUTAMATE
92,92,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B5Z9G5-F1-model_v2.pdb,94.79942464577071,6.791204469680019,0.2862068965517241,0.3137931034482759," FRUCTOSE-1,6-BISPHOSPHATASE"
93,93,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9YAI1-F1-model_v2.pdb,94.9691484618814,8.415215426788073,0.5,0.0594405594405594, NH(3)-DEPENDENT NAD(+)
95,95,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B2JQW2-F1-model_v2.pdb,96.54088511399196,5.455008314556398,0.3993055555555556,0.1840277777777778,
96,96,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B1ZNE5-F1-model_v2.pdb,93.11807256235828,7.499147328956898,0.0208333333333333,0.2777777777777778, 50S RIBOSOMAL PROTEIN L2
98,98,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P37779-F1-model_v2.pdb,95.38622319474835,5.349366951899104,0.3321917808219178,0.2431506849315068, GLUCOSE-1-PHOSPHATE
99,99,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q7SYS9-F1-model_v2.pdb,94.7997629310345,6.637585974818605,0.4061433447098976,0.2286689419795222, HISTAMINE N-METHYLTRANSFERASE B
101,101,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q7W014-F1-model_v2.pdb,90.16208132925227,9.049703193679427,0.4034482758620689,0.1896551724137931, NUCLEOTIDE-BINDING PROTEIN
103,103,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q92YS6-F1-model_v2.pdb,97.98415824175824,2.421213015673598,0.4551495016611295,0.1295681063122923, PROBABLE
104,104,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q7U2I1-F1-model_v2.pdb,97.2356994818653,4.719079659506265,0.6624203821656051,0.0, R2-LIKE LIGAND BINDING OXIDASE
105,105,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q63CI8-F1-model_v2.pdb,94.56545816733068,8.616554395501746,0.3468013468013468,0.2727272727272727, HOMOSERINE KINASE (Q63CI8)
106,106,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q44056-F1-model_v2.pdb,91.90996486605182,15.013524925781182,0.3421052631578947,0.1677631578947368, BETA-LACTAMASE AER-1 (Q44056)
107,107,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q99LC8-F1-model_v2.pdb,92.1769709718132,6.777696259995925,0.4852459016393443,0.140983606557377, TRANSLATION INITIATION FACTOR
108,108,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A4SIV0-F1-model_v2.pdb,95.99055900621116,6.307246381670875,0.4533762057877814,0.1864951768488746, MALATE DEHYDROGENASE (A4SIV0)
109,109,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9PJI2-F1-model_v2.pdb,91.85303571428572,13.716822466111852,0.3798701298701298,0.1396103896103896, LIPOYL SYNTHASE (Q9PJI2)
110,110,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q9PPV5-F1-model_v2.pdb,92.56258656654153,8.713460194074946,0.3557046979865771,0.2416107382550335, DEGV DOMAIN-CONTAINING PROTEIN
114,114,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q8FK76-F1-model_v2.pdb,98.2784429065744,2.0350537296903246,0.4838709677419355,0.1290322580645161, GLUTAMINASE 1 (Q8FK76)
115,115,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A4Y5R0-F1-model_v2.pdb,97.16270990670812,2.1047587204341225,0.3006756756756756,0.206081081081081, CYTIDINE DEAMINASE (A4Y5R0)
116,116,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B4T9V5-F1-model_v2.pdb,90.8614247551202,12.427019660783632,0.2040133779264214,0.3745819397993311, PROBABLE LIPID KINASE YEGS
118,118,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B8GQ51-F1-model_v2.pdb,94.4929430523918,4.611790385951551,0.4744027303754266,0.2218430034129692, ELONGATION FACTOR TS (B8GQ51)
120,120,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B4TPP6-F1-model_v2.pdb,92.81447227926076,10.535789896640471,0.3559870550161812,0.1521035598705501, PROTEIN FDHE (B4TPP6)
123,123,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q57771-F1-model_v2.pdb,96.00780387309436,3.2283471589842936,0.1461038961038961,0.474025974025974, UNCHARACTERIZED PROTEIN MJ0325
124,124,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-B1JUE9-F1-model_v2.pdb,94.46213793103448,5.33982839961144,0.4982935153583617,0.204778156996587, ELONGATION FACTOR TS (B1JUE9)
125,125,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-A6UTA7-F1-model_v2.pdb,95.50074988774136,4.267777160231911,0.2777777777777778,0.3298611111111111, ATP PHOSPHORIBOSYLTRANSFERASE
127,127,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-Q21ZD6-F1-model_v2.pdb,97.43547107438016,2.30757827719054,0.5111111111111111,0.1206349206349206, TRANSALDOLASE (Q21ZD6)
128,128,/home/jguven/Projects/sequence_distance_distribution/data/alphafold/pdb_files/AF-P75798-F1-model_v2.pdb,90.88226705490848,6.634881941647253,0.7026143790849673,0.0065359477124183, GLUTATHIONE TRANSPORT SYSTEM
